Sentence,Noun,Gender,Case
Hier fehlt ein Bolzen,Bolzen,Neut,Nom
Man müsste die Batterie des Bohrer aufladen,Batterie,Fem,Acc
Man müsste die Batterie des Bohrer aufladen,Bohrer,Masc,Gen
Er sägt die Bäume mit einer Kettensäge,Bäume,Masc,Acc
Er sägt die Bäume mit einer Kettensäge,Kettensäge,Masc,Gen
Man braucht einen Schraubenzieher um diese Schraube reinzudrehen,Schraubenzieher,Masc,Acc
Man braucht einen Schraubenzieher um diese Schraube reinzudrehen,Schraube,Fem,Acc
Ich suche eine Nadel im Heuhaufen,Nadel,Fem,Acc
Ich suche eine Nadel im Heuhaufen,Heuhaufen,Masc,Dat
Alle Nägel sind verrostet,Nägel,Masc,Nom
Er hat sich mit dem Hammer auf die Finger gehauen,Hammer,Masc,Dat
Er hat sich mit dem Hammer auf die Finger gehauen,Finger,Masc,Acc
Sie graben einen Graben mit einer Spitzhacke,Graben,Masc,Acc
Sie graben einen Graben mit einer Spitzhacke,Spitzhacke,Fem,Dat
Räum die Spielzeuge in die Kiste,Spielzeuge,Neut,Acc
Räum die Spielzeuge in die Kiste,Kiste,Fem,Acc
Nimm ein Lineal um zu messen,Lineal,Neut,Nom
"Das ist zu kompliziert für mich, ich brauche einen Taschenrechner um diese Rechnung zu rechnen",Taschenrechner,Masc,Acc
"Das ist zu kompliziert für mich, ich brauche einen Taschenrechner um diese Rechnung zu rechnen",Rechnung,Fem,Acc
Für Kinder braucht man Scheren mit stumpfen Enden,Kinder,Neut,Acc
Für Kinder braucht man Scheren mit stumpfen Enden,Scheren,Fem,Acc
Für Kinder braucht man Scheren mit stumpfen Enden,Enden,Masc,Dat
Er verbringt seinen Tag an seinem Schreibtisch sitzend,Tag,Masc,Acc
Er verbringt seinen Tag an seinem Schreibtisch sitzend,Schreibtisch,Masc,Dat
Ich habe einige hundert Fotokopien gemacht,Fotokopien,Fem,Acc
Sie verbringen ihre Zeit am Fotokopierer,Zeit,Fem,Acc
Sie verbringen ihre Zeit am Fotokopierer,Fotokopierer,Masc,Dat
Er hat sich ausversehen eine Heftklammer in den Finger getackert,Heftklammer,Fem,Nom
Er hat sich ausversehen eine Heftklammer in den Finger getackert,Finger,Masc,Acc
Ich brauche eine Reißzwecke um das Blatt auf der Tafel festzumachen,Reißzwecke,Fem,Acc
Ich brauche eine Reißzwecke um das Blatt auf der Tafel festzumachen,Blatt,Neut,Acc
Ich brauche eine Reißzwecke um das Blatt auf der Tafel festzumachen,Tafel,Fem,Dat
Die Schublade schließt sich schwer,Schublade,Fem,Nom
Mäuse ohne Kabel sind sehr viel praktischer,Mäuse,Fem,Nom
Mäuse ohne Kabel sind sehr viel praktischer,Kabel,Neut,Acc
Der Computerbildschirm ist ein 16-Zoll-Bildschirm,Computerbildschirm,Masc,Nom
Der Computerbildschirm ist ein 16-Zoll-Bildschirm,16-Zoll-Bildschirm,Masc,Nom
"Das Telefon klingelt, nimm ab",Telefon,Neut,Nom
Sein Somputer ist permanent angeschaltet,Somputer,Masc,Nom
Die Internetverbindung ist schlecht hier,Internetverbindung,Fem,Nom
Ich suche Buntstifte für die Kinder,Buntstifte,Neut,Acc
Ich suche Buntstifte für die Kinder,Kinder,Neut,Acc
Diese Tusche ist von exzellenter Qualität,Tusche,Fem,Nom
Diese Tusche ist von exzellenter Qualität,Qualität,Fem,Dat
"Ich suche Kleber, hast du zufällig welchen?",Kleber,Neut,Acc
Der Tacker ist unauffindbar,Tacker,Masc,Nom
Er hat den Brief in einen Umschlag getan,Brief,Masc,Acc
Er hat den Brief in einen Umschlag getan,Umschlag,Masc,Acc
Er hat die Zeichnung auf der Wand weggewischt,Zeichnung,Fem,Acc
Er hat die Zeichnung auf der Wand weggewischt,Wand,Fem,Dat
Hast du einen Radiergummi zum wegradieren?,Radiergummi,Masc,Acc
Er hat die Aufgabe an der Tafel gelöst,Aufgabe,Fem,Acc
Er hat die Aufgabe an der Tafel gelöst,Tafel,Fem,Dat
Er hat einen Korb unter dem Schreibtisch zum Wegschmeißen der Papiere,Korb,Masc,Acc
Er hat einen Korb unter dem Schreibtisch zum Wegschmeißen der Papiere,Schreibtisch,Masc,Dat
Er hat einen Korb unter dem Schreibtisch zum Wegschmeißen der Papiere,Wegschmeißen,Neut,Dat
Er hat einen Korb unter dem Schreibtisch zum Wegschmeißen der Papiere,Papiere,Neut,Gen
Tu dir Seife drauf bevor du aus der Dusche steigst,Dusche,Fem,Dat
Ich suche einen Schraubenzieher,Schraubenzieher,Masc,Acc
Wo hast du das schnurlose Telefon hingetan?,Telefon,Neut,Acc
"Hättest du einen Kugelschreiber, den du mir leihen könntest?",Hättest,Masc,Nom
"Hättest du einen Kugelschreiber, den du mir leihen könntest?",Kugelschreiber,Masc,Acc
"Hättest du einen Kugelschreiber, den du mir leihen könntest?",könntest,Masc,Acc
Er hat ihr einen Brief geschrieben um ihre seine Absichten zu erklären,Brief,Masc,Acc
Er hat ihr einen Brief geschrieben um ihre seine Absichten zu erklären,Absichten,Fem,Acc
Papier verbraucht viele Ressourcen,Papier,Neut,Nom
Papier verbraucht viele Ressourcen,Ressourcen,Fem,Acc
Er hat alle Bücher der Bibliothek gelesen,Bücher,Neut,Acc
Er hat alle Bücher der Bibliothek gelesen,Bibliothek,Fem,Gen
Dieser Artikel ist in dem zweiten Band der Enzyklopädie,Artikel,Masc,Nom
Dieser Artikel ist in dem zweiten Band der Enzyklopädie,Band,Neut,Dat
Dieser Artikel ist in dem zweiten Band der Enzyklopädie,Enzyklopädie,Fem,Gen
Wo sind Schaufel und Handfeger?,Schaufel,Fem,Nom
Wo sind Schaufel und Handfeger?,Handfeger,Masc,Nom
Ich suche den Handfeger um den Haufen Staub wegzumachen,Handfeger,Masc,Acc
Ich suche den Handfeger um den Haufen Staub wegzumachen,Haufen,Masc,Acc
Ich suche den Handfeger um den Haufen Staub wegzumachen,Staub,Masc,Acc
Kannst du mit dem Besen einmal durch die Wohnung gehen?,Besen,Masc,Dat
Kannst du mit dem Besen einmal durch die Wohnung gehen?,Wohnung,Fem,Acc
Man sollte ein Mal drüber saugen bevor der Besitzer kommt,Mal,Neut,Acc
Man sollte ein Mal drüber saugen bevor der Besitzer kommt,Besitzer,Masc,Nom
Kann ich mir ein Handtuch von dir leihen?,Handtuch,Neut,Acc
"Wir teilen nie seinen Rasierer, das ist zu gefährlich",Rasierer,Masc,Acc
Sie bräuchte eine Pinzette um den Splitter zu entfernen,Pinzette,Fem,Acc
Sie bräuchte eine Pinzette um den Splitter zu entfernen,Splitter,Masc,Acc
Die Ursachen dieses Ereignisses sind kaum bekannt,Ursachen,Fem,Nom
Die Ursachen dieses Ereignisses sind kaum bekannt,Ereignisses,Neut,Gen
Er begreift nicht die Folgen seiner Handlung,Folgen,Fem,Acc
Er begreift nicht die Folgen seiner Handlung,Handlung,Fem,Gen
Er hat viel Glück,Glück,Neut,Acc
Er hat allgemein eher Glück,Glück,Neut,Acc
Der Zufall hat ihm wirklich zugespielt,Zufall,Masc,Nom
"Um vor der Realität zu flüchten, sucht sie Zuflucht in ihrer Fantasie",Realität,Fem,Dat
"Um vor der Realität zu flüchten, sucht sie Zuflucht in ihrer Fantasie",Zuflucht,Fem,Acc
"Um vor der Realität zu flüchten, sucht sie Zuflucht in ihrer Fantasie",Fantasie,Fem,Dat
"Er ist ein Risiko eingegangen, als er seine Arbeit aufgegeben hat",Risiko,Neut,Nom
"Er ist ein Risiko eingegangen, als er seine Arbeit aufgegeben hat",Arbeit,Fem,Acc
Sie haben sich aus Zufall auf der Straße getroffen,Zufall,Masc,Dat
Sie haben sich aus Zufall auf der Straße getroffen,Straße,Fem,Dat
Er wählt sein nächstes Ziel auf's Geratewohl,Ziel,Neut,Acc
Er wählt sein nächstes Ziel auf's Geratewohl,Geratewohl,Neut,Acc
Sie haben ihre Hausaufgaben auf die Schnelle gemacht,Hausaufgaben,Fem,Acc
Sie haben ihre Hausaufgaben auf die Schnelle gemacht,Schnelle,Fem,Acc
"Nebenbei, kannst du Brot kaufen?",Brot,Neut,Acc
Die Überschwemmungen haben beträchtliche Schäden angerichtet,Überschwemmungen,Fem,Nom
Die Überschwemmungen haben beträchtliche Schäden angerichtet,Schäden,Masc,Nom
Der Unfall ereignete sich um zwei Uhr morgens,Unfall,Masc,Nom
Der Unfall ereignete sich um zwei Uhr morgens,Uhr,Fem,Acc
Alle tragen ein wenig zum Projekt bei,Projekt,Neut,Dat
"Die Sozialpolitik der argentinischen Regierung mündete in einem Wirtschaftsanstieg, wie ihn das Land noch nie hatte",Sozialpolitik,Fem,Nom
"Die Sozialpolitik der argentinischen Regierung mündete in einem Wirtschaftsanstieg, wie ihn das Land noch nie hatte",Regierung,Fem,Gen
"Die Sozialpolitik der argentinischen Regierung mündete in einem Wirtschaftsanstieg, wie ihn das Land noch nie hatte",Wirtschaftsanstieg,Masc,Dat
"Die Sozialpolitik der argentinischen Regierung mündete in einem Wirtschaftsanstieg, wie ihn das Land noch nie hatte",Land,Neut,Nom
Die Krise ist das Ergebnis einer desaströsen Wirtschaftspolitik,Krise,Fem,Nom
Die Krise ist das Ergebnis einer desaströsen Wirtschaftspolitik,Ergebnis,Neut,Nom
Die Krise ist das Ergebnis einer desaströsen Wirtschaftspolitik,Wirtschaftspolitik,Fem,Gen
Es fehlt ihm arg an Ehrgeiz,Ehrgeiz,Fem,Dat
Er hat beträchtliche Lücken in Französisch,Lücken,Fem,Acc
Er hat beträchtliche Lücken in Französisch,Französisch,Neut,Dat
Die Versammlung fand ihm oberen Büro statt,Versammlung,Fem,Nom
Die Versammlung fand ihm oberen Büro statt,Büro,Neut,Dat
Die Ereignisse folgten Schlag auf Schlag,Ereignisse,Neut,Nom
Die Ereignisse folgten Schlag auf Schlag,Schlag,Masc,Nom
Die Ereignisse folgten Schlag auf Schlag,Schlag,Masc,Dat
Die Möglichkeit eines Ausfalls der Zahlung des Landes hat die Märkte durcheinandergebracht,Möglichkeit,Fem,Nom
Die Möglichkeit eines Ausfalls der Zahlung des Landes hat die Märkte durcheinandergebracht,Ausfalls,Masc,Gen
Die Möglichkeit eines Ausfalls der Zahlung des Landes hat die Märkte durcheinandergebracht,Zahlung,Fem,Gen
Die Möglichkeit eines Ausfalls der Zahlung des Landes hat die Märkte durcheinandergebracht,Landes,Neut,Gen
Die Möglichkeit eines Ausfalls der Zahlung des Landes hat die Märkte durcheinandergebracht,Märkte,Masc,Acc
Ich glaube das ist ein Teil deines Autos,Teil,Masc,Nom
Ich glaube das ist ein Teil deines Autos,Autos,Neut,Gen
Man muss bis zum Ende dieser Straße gehen,Ende,Neut,Dat
Man muss bis zum Ende dieser Straße gehen,Straße,Fem,Gen
Es bleiben nur Reste des Originaltextes,Reste,Masc,Nom
Es bleiben nur Reste des Originaltextes,Originaltextes,Masc,Gen
Der Preis des Tickets schließt nicht die Flughafensteuer ein,Preis,Masc,Nom
Der Preis des Tickets schließt nicht die Flughafensteuer ein,Tickets,Neut,Gen
Der Preis des Tickets schließt nicht die Flughafensteuer ein,Flughafensteuer,Fem,Nom
"Er schaffte es nicht, seine Mutter am Telefon zu erreichen",Mutter,Fem,Acc
"Er schaffte es nicht, seine Mutter am Telefon zu erreichen",Telefon,Neut,Dat
"Ich weiß nicht, aus was die Probe besteht",Probe,Fem,Nom
Das Gleichgewicht des Landes war gebrochen wurden,Gleichgewicht,Neut,Nom
Das Gleichgewicht des Landes war gebrochen wurden,Landes,Neut,Gen
Er wird komplett von seiner Frau dominiert,Frau,Fem,Dat
Seine Schwächen können seine Qualitäten nicht ausgleichen,Schwächen,Fem,Nom
Seine Schwächen können seine Qualitäten nicht ausgleichen,Qualitäten,Fem,Acc
Diese Flasche enthält eine merkwürdige Flüssigkeit,Flasche,Fem,Nom
Diese Flasche enthält eine merkwürdige Flüssigkeit,Flüssigkeit,Fem,Nom
Die Verbindung zwischen Ihnen beiden ist nicht leicht zu verstehen,Verbindung,Fem,Nom
Es gibt zunächst keinen Zusammenhang zwischen diesen beiden Ereignissen,Zusammenhang,Masc,Acc
Es gibt zunächst keinen Zusammenhang zwischen diesen beiden Ereignissen,Ereignissen,Neut,Dat
Die Beziehung zwischen diesen beiden Ereignissen ist nicht offensichtlich,Beziehung,Fem,Nom
Die Beziehung zwischen diesen beiden Ereignissen ist nicht offensichtlich,Ereignissen,Neut,Dat
Dieser Anzug passt nicht für deine Besprechung,Anzug,Masc,Nom
Dieser Anzug passt nicht für deine Besprechung,Besprechung,Fem,Acc
Seine Reaktion auf die Neuigkeit war nicht angemessen,Reaktion,Fem,Nom
Seine Reaktion auf die Neuigkeit war nicht angemessen,Neuigkeit,Fem,Acc
"Im Gegenteil, das hat sehr viel Wichtigkeit",Gegenteil,Neut,Dat
"Im Gegenteil, das hat sehr viel Wichtigkeit",Wichtigkeit,Neut,Acc
"Es hat keine Bedeutung, dass du deine Prüfung nicht bestanden hast",Bedeutung,Fem,Acc
"Es hat keine Bedeutung, dass du deine Prüfung nicht bestanden hast",Prüfung,Fem,Acc
Er begreift nicht den Wert dieser Beziehung,Wert,Masc,Acc
Er begreift nicht den Wert dieser Beziehung,Beziehung,Fem,Gen
Es lohnt sich nicht so viel Geld dafür auszugeben,Geld,Neut,Acc
Die Lösung dieses Problem ist total trivial,Lösung,Fem,Nom
Die Lösung dieses Problem ist total trivial,Problem,Neut,Nom
Er hat vertieftes Wissen des Französischen,Wissen,Neut,Acc
Er hat vertieftes Wissen des Französischen,Französischen,Masc,Gen
Er hat eine ausschlaggebende Position in der Gesellschaft inne,Position,Fem,Acc
Er hat eine ausschlaggebende Position in der Gesellschaft inne,Gesellschaft,Fem,Dat
Die Situation entwickelt sich in diesem Moment schnell weiter,Situation,Fem,Nom
Die Situation entwickelt sich in diesem Moment schnell weiter,Moment,Masc,Dat
Man kann eine große Vielfalt an Obst auf diesem Markt finden,Vielfalt,Fem,Acc
Man kann eine große Vielfalt an Obst auf diesem Markt finden,Obst,Neut,Dat
Man kann eine große Vielfalt an Obst auf diesem Markt finden,Markt,Masc,Dat
Die kulturelle Diversität der Haupstadt stellt ihren größten Trumpf dar,Diversität,Fem,Nom
Die kulturelle Diversität der Haupstadt stellt ihren größten Trumpf dar,Haupstadt,Fem,Gen
Die kulturelle Diversität der Haupstadt stellt ihren größten Trumpf dar,Trumpf,Masc,Acc
Die Regierung versucht gegen die Ungleichheiten zu kämpfen,Regierung,Fem,Nom
Die Regierung versucht gegen die Ungleichheiten zu kämpfen,Ungleichheiten,Fem,Acc
Die Entwicklung der Situation scheint positiv,Entwicklung,Fem,Nom
Die Entwicklung der Situation scheint positiv,Situation,Fem,Gen
Die Ungleichheiten wachsen permanent,Ungleichheiten,Fem,Nom
Die Erhöhung der Preise zieht eine Unzufriedenheit der Bevölkerung nach sich,Erhöhung,Fem,Nom
Die Erhöhung der Preise zieht eine Unzufriedenheit der Bevölkerung nach sich,Preise,Masc,Gen
Die Erhöhung der Preise zieht eine Unzufriedenheit der Bevölkerung nach sich,Unzufriedenheit,Fem,Nom
Die Erhöhung der Preise zieht eine Unzufriedenheit der Bevölkerung nach sich,Bevölkerung,Fem,Gen
Die Entlassungen gehen zunehmend weiter,Entlassungen,Fem,Nom
Die Steuereinnahmen sind stark gesunken dieses Jahr,Steuereinnahmen,Fem,Nom
Die Steuereinnahmen sind stark gesunken dieses Jahr,Jahr,Neut,Acc
Die Abnahme der Arbeitslosigkeit scheint ein positves Zeichen für die Wirtschaft zu sein,Abnahme,Fem,Nom
Die Abnahme der Arbeitslosigkeit scheint ein positves Zeichen für die Wirtschaft zu sein,Arbeitslosigkeit,Fem,Gen
Die Abnahme der Arbeitslosigkeit scheint ein positves Zeichen für die Wirtschaft zu sein,Zeichen,Neut,Nom
Die Abnahme der Arbeitslosigkeit scheint ein positves Zeichen für die Wirtschaft zu sein,Wirtschaft,Fem,Acc
Das Klima verändert sich schnell,Klima,Neut,Nom
Er hat die Datenbasis ohne Erlaubnis verändert,Datenbasis,Fem,Acc
Er hat die Datenbasis ohne Erlaubnis verändert,Erlaubnis,Neut,Acc
"Ich habe ganz schön Angst, dass es keine andere Alternative gibt",Angst,Fem,Acc
"Ich habe ganz schön Angst, dass es keine andere Alternative gibt",Alternative,Fem,Acc
Die Krise hat dieses Land wenig beeinflusst,Krise,Fem,Nom
Die Krise hat dieses Land wenig beeinflusst,Land,Neut,Acc
Nichts kann eine Mutter ersetzen,Mutter,Fem,Acc
Sie haben die defekten Teile ersetzt,Teile,Masc,Acc
Seine Erfahrungen hatten einen dauerhaften Effekt,Erfahrungen,Fem,Nom
Seine Erfahrungen hatten einen dauerhaften Effekt,Effekt,Masc,Acc
Diese Situation ist nur vorläufig,Situation,Fem,Nom
Er hat sein Geschenk wieder genommen,Geschenk,Neut,Acc
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Studium,Neut,Acc
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Jahren,Neut,Dat
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Unterbrechung,Fem,Nom
Die kontinuierliche Arbeit hat schließlich Früchte getragen,Arbeit,Fem,Nom
Die kontinuierliche Arbeit hat schließlich Früchte getragen,Früchte,Fem,Acc
Es wurde eine kontinuierliche Verschlechterung der Arbeitsbedingungen beobachtet,Verschlechterung,Fem,Nom
Es wurde eine kontinuierliche Verschlechterung der Arbeitsbedingungen beobachtet,Arbeitsbedingungen,Fem,Gen
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Gesamtheit,Fem,Nom
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Produktionsprozesses,Masc,Gen
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Unternehmen,Neut,Dat
Die Verzögerung des Projektes beginnt beunruhigend zu werden,Verzögerung,Fem,Nom
Die Verzögerung des Projektes beginnt beunruhigend zu werden,Projektes,Neut,Gen
Er braucht ständig Geld,Geld,Neut,Acc
Musste er wirklich dieses Auto kaufen?,Musste,Masc,Nom
Musste er wirklich dieses Auto kaufen?,Auto,Neut,Acc
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Notwendigkeit,Fem,Nom
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Anordnungen,Fem,Acc
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Illusion,Fem,Nom
Diese Seite erforderte beträchtliche Arbeit,Seite,Fem,Nom
Diese Seite erforderte beträchtliche Arbeit,Arbeit,Fem,Nom
Es istunmöglich seine Anforderungen zu befriedigen,Anforderungen,Fem,Acc
Das Scheitern des Unternehmend ist unvermeidlich gewesen,Scheitern,Neut,Nom
Das Scheitern des Unternehmend ist unvermeidlich gewesen,Unternehmend,Masc,Gen
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Mann,Masc,Nom
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Funktionieren,Neut,Acc
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Unternehmens,Neut,Gen
Meine Geste war ganz und gar unbeabsichtigt,Geste,Fem,Nom
Sie sollten dieses Problem eigentlich schnell lösen,Problem,Neut,Acc
ich kenne seine Absichten nicht,Absichten,Fem,Acc
Ich habe dir einen Vorschlag zu machen,Vorschlag,Masc,Acc
Sie haben die Situation gemeinsam untersucht,Situation,Fem,Acc
Er hat seine Pläne nicht aufgegeben,Pläne,Masc,Acc
Er bereitet sich wie er kann auf diesen Wettbewerb vor,Wettbewerb,Masc,Acc
Sie haben den Raum stundenlang vorbereitet,Raum,Masc,Acc
Sie organisieren nächste Woche eine Party,Woche,Fem,Acc
Sie organisieren nächste Woche eine Party,Party,Fem,Acc
Er hat in seinem Leben zahlreiche Dinge erlebt,Leben,Neut,Dat
Er hat in seinem Leben zahlreiche Dinge erlebt,Dinge,Neut,Acc
Er hat Erfahrung auf diesem Gebiet,Erfahrung,Fem,Acc
Er hat Erfahrung auf diesem Gebiet,Gebiet,Neut,Dat
Wir suchen jemanden Erfahrenes für diese Arbeit,Erfahrenes,Neut,Acc
Wir suchen jemanden Erfahrenes für diese Arbeit,Arbeit,Fem,Acc
Sie haben ein neues Auto entworfen,Auto,Neut,Acc
Er ist unfähig sich länger als fünf Minuten zu konzentrieren,Minuten,Fem,Acc
Er ist in der Lage mehrere Tage nicht zu essen,Lage,Fem,Dat
Er ist in der Lage mehrere Tage nicht zu essen,Tage,Masc,Acc
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Unfähigkeit,Fem,Acc
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Umgehen,Neut,Dat
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Krisensituation,Fem,Dat
Wir haben alle ungeahnte Fähigkeiten,Fähigkeiten,Fem,Acc
Man muss das Problem methodisch angehen,Problem,Neut,Acc
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Produktionsprozess,Masc,Nom
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Produktes,Neut,Gen
Der Produktionsprozess des Produktes ist noch nicht ausgereift,ausgereift,Neut,Nom
Ich mag seine Vorgehensweise nicht,Vorgehensweise,Fem,Acc
Er braucht nur ein wenig mehr Praxis,Praxis,Fem,Acc
"Seine Ausbildung hat ihm ermöglicht, sich schnell an die neue Situation zu gewöhnen",Ausbildung,Fem,Nom
"Seine Ausbildung hat ihm ermöglicht, sich schnell an die neue Situation zu gewöhnen",Situation,Fem,Acc
Die Pilotenausbildung war anscheinend nicht ausreichend,Pilotenausbildung,Fem,Nom
Dieses Produkt ist im Moment nicht verfügbar,Produkt,Neut,Nom
Dieses Produkt ist im Moment nicht verfügbar,Moment,Masc,Dat
Hin und wieder nimmt er sich ohne Vorwarnung Ferien,Vorwarnung,Fem,Acc
"Man muss die Gelegenheit nutzen und machen, was du wirklich machen willst",Gelegenheit,Fem,Acc
Ich nehme gelegentlich den Bus,Bus,Masc,Acc
Er hat große Dinge vollbrachen,Dinge,Neut,Acc
Bisher wurde keine Aktion unternommen,Aktion,Fem,Nom
"Sie unternahmen es, eine Südamerikatour zu machen",Südamerikatour,Fem,Acc
Ich bin zu beschäftigt um dich in diesen Tagen zu sehen,Tagen,Masc,Dat
Ich habe diesen Weg genommen um Staus zu vermeiden,Weg,Masc,Acc
Ich habe diesen Weg genommen um Staus zu vermeiden,Staus,Masc,Acc
Die Nachricht hat sich sehr schnell verbreitet,Nachricht,Fem,Nom
Sie haben die natürlichen Ressourcen des Landes verbraucht,Ressourcen,Fem,Acc
Sie haben die natürlichen Ressourcen des Landes verbraucht,Landes,Neut,Gen
