Sentence,Question,Options,Correct Answer
This association gives sculpture lessons.,Is the word 'lessons' a noun or a pronoun?,"Noun, Pronoun",Noun
The problem with archery is that you have to find a place to practice it.,Is the word 'problem' a noun or a pronoun?,"Noun, Pronoun",Noun
The problem with archery is that you have to find a place to practice it.,Is the word 'archery' a noun or a pronoun?,"Noun, Pronoun",Noun
The problem with archery is that you have to find a place to practice it.,Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The problem with archery is that you have to find a place to practice it.,Is the word 'place' a noun or a pronoun?,"Noun, Pronoun",Noun
The problem with archery is that you have to find a place to practice it.,Is the word 'it' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We go scuba diving once a year.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We go scuba diving once a year.,Is the word 'year' a noun or a pronoun?,"Noun, Pronoun",Noun
They have put complete diving suits to protect themselves from the cold.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They have put complete diving suits to protect themselves from the cold.,Is the word 'diving' a noun or a pronoun?,"Noun, Pronoun",Noun
They have put complete diving suits to protect themselves from the cold.,Is the word 'suits' a noun or a pronoun?,"Noun, Pronoun",Noun
They have put complete diving suits to protect themselves from the cold.,Is the word 'themselves' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They have put complete diving suits to protect themselves from the cold.,Is the word 'cold' a noun or a pronoun?,"Noun, Pronoun",Noun
Take some more ballast otherwise you will float.,Is the word 'ballast' a noun or a pronoun?,"Noun, Pronoun",Noun
Take some more ballast otherwise you will float.,Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"My oxygene tank is almost empty, I am going to be short of air.",Is the word 'My' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"My oxygene tank is almost empty, I am going to be short of air.",Is the word 'oxygene' a noun or a pronoun?,"Noun, Pronoun",Noun
"My oxygene tank is almost empty, I am going to be short of air.",Is the word 'tank' a noun or a pronoun?,"Noun, Pronoun",Noun
"My oxygene tank is almost empty, I am going to be short of air.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"My oxygene tank is almost empty, I am going to be short of air.",Is the word 'air' a noun or a pronoun?,"Noun, Pronoun",Noun
"His stab was pierced, he had to interrupt his dive.",Is the word 'His' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"His stab was pierced, he had to interrupt his dive.",Is the word 'stab' a noun or a pronoun?,"Noun, Pronoun",Noun
"His stab was pierced, he had to interrupt his dive.",Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"His stab was pierced, he had to interrupt his dive.",Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"His stab was pierced, he had to interrupt his dive.",Is the word 'dive' a noun or a pronoun?,"Noun, Pronoun",Noun
You need a lot of strenght to bend a bow.,Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You need a lot of strenght to bend a bow.,Is the word 'lot' a noun or a pronoun?,"Noun, Pronoun",Noun
You need a lot of strenght to bend a bow.,Is the word 'strenght' a noun or a pronoun?,"Noun, Pronoun",Noun
You need a lot of strenght to bend a bow.,Is the word 'bow' a noun or a pronoun?,"Noun, Pronoun",Noun
"Tonight, they (girls) gather to play poker.",Is the word 'Tonight' a noun or a pronoun?,"Noun, Pronoun",Noun
"Tonight, they (girls) gather to play poker.",Is the word 'they' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Tonight, they (girls) gather to play poker.",Is the word 'girls' a noun or a pronoun?,"Noun, Pronoun",Noun
"Tonight, they (girls) gather to play poker.",Is the word 'poker' a noun or a pronoun?,"Noun, Pronoun",Noun
They (girls) are not very good at grammar.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They (girls) are not very good at grammar.,Is the word 'girls' a noun or a pronoun?,"Noun, Pronoun",Noun
They (girls) are not very good at grammar.,Is the word 'grammar' a noun or a pronoun?,"Noun, Pronoun",Noun
He can conjugate only in the present tense.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He can conjugate only in the present tense.,Is the word 'tense' a noun or a pronoun?,"Noun, Pronoun",Noun
What is the past tense which is the most used in this language ?,Is the word 'What' a noun or a pronoun?,"Noun, Pronoun",Pronoun
What is the past tense which is the most used in this language ?,Is the word 'tense' a noun or a pronoun?,"Noun, Pronoun",Noun
What is the past tense which is the most used in this language ?,Is the word 'which' a noun or a pronoun?,"Noun, Pronoun",Pronoun
What is the past tense which is the most used in this language ?,Is the word 'language' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this exercice, you have to put the verbs in the futur tense.",Is the word 'exercice' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this exercice, you have to put the verbs in the futur tense.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"In this exercice, you have to put the verbs in the futur tense.",Is the word 'verbs' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this exercice, you have to put the verbs in the futur tense.",Is the word 'futur' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this exercice, you have to put the verbs in the futur tense.",Is the word 'tense' a noun or a pronoun?,"Noun, Pronoun",Noun
This is a qualifying adjective.,Is the word 'This' a noun or a pronoun?,"Noun, Pronoun",Pronoun
This is a qualifying adjective.,Is the word 'adjective' a noun or a pronoun?,"Noun, Pronoun",Noun
Adverbs qualify verbs.,Is the word 'Adverbs' a noun or a pronoun?,"Noun, Pronoun",Noun
Adverbs qualify verbs.,Is the word 'verbs' a noun or a pronoun?,"Noun, Pronoun",Noun
"Finish your sentences, you speak too quickly.",Is the word 'your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Finish your sentences, you speak too quickly.",Is the word 'sentences' a noun or a pronoun?,"Noun, Pronoun",Noun
"Finish your sentences, you speak too quickly.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Our literature teacher recommanded that we read this book.,Is the word 'Our' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Our literature teacher recommanded that we read this book.,Is the word 'literature' a noun or a pronoun?,"Noun, Pronoun",Noun
Our literature teacher recommanded that we read this book.,Is the word 'teacher' a noun or a pronoun?,"Noun, Pronoun",Noun
Our literature teacher recommanded that we read this book.,Is the word 'we' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Our literature teacher recommanded that we read this book.,Is the word 'book' a noun or a pronoun?,"Noun, Pronoun",Noun
The author of this text is unknown.,Is the word 'author' a noun or a pronoun?,"Noun, Pronoun",Noun
The author of this text is unknown.,Is the word 'text' a noun or a pronoun?,"Noun, Pronoun",Noun
This poem was an instantaneous success.,Is the word 'poem' a noun or a pronoun?,"Noun, Pronoun",Noun
This poem was an instantaneous success.,Is the word 'success' a noun or a pronoun?,"Noun, Pronoun",Noun
This poem has been writen by a little-known poet.,Is the word 'poem' a noun or a pronoun?,"Noun, Pronoun",Noun
This poem has been writen by a little-known poet.,Is the word 'poet' a noun or a pronoun?,"Noun, Pronoun",Noun
Those are the most famous lines of this poet.,Is the word 'Those' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Those are the most famous lines of this poet.,Is the word 'lines' a noun or a pronoun?,"Noun, Pronoun",Noun
Those are the most famous lines of this poet.,Is the word 'poet' a noun or a pronoun?,"Noun, Pronoun",Noun
"Ten lines in, I gave up reading this book.",Is the word 'lines' a noun or a pronoun?,"Noun, Pronoun",Noun
"Ten lines in, I gave up reading this book.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Ten lines in, I gave up reading this book.",Is the word 'book' a noun or a pronoun?,"Noun, Pronoun",Noun
I have only three pages left to read.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I have only three pages left to read.,Is the word 'pages' a noun or a pronoun?,"Noun, Pronoun",Noun
We are looking for a translator who could translate from English to Italian.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We are looking for a translator who could translate from English to Italian.,Is the word 'translator' a noun or a pronoun?,"Noun, Pronoun",Noun
We are looking for a translator who could translate from English to Italian.,Is the word 'who' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Translating poems does not make much sense.,Is the word 'poems' a noun or a pronoun?,"Noun, Pronoun",Noun
Translating poems does not make much sense.,Is the word 'sense' a noun or a pronoun?,"Noun, Pronoun",Noun
The translation of this book took a year.,Is the word 'translation' a noun or a pronoun?,"Noun, Pronoun",Noun
The translation of this book took a year.,Is the word 'book' a noun or a pronoun?,"Noun, Pronoun",Noun
The translation of this book took a year.,Is the word 'year' a noun or a pronoun?,"Noun, Pronoun",Noun
Their son loves celtic legends.,Is the word 'Their' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Their son loves celtic legends.,Is the word 'son' a noun or a pronoun?,"Noun, Pronoun",Noun
Their son loves celtic legends.,Is the word 'legends' a noun or a pronoun?,"Noun, Pronoun",Noun
Their parents read them fairy tales when they were young.,Is the word 'Their' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Their parents read them fairy tales when they were young.,Is the word 'parents' a noun or a pronoun?,"Noun, Pronoun",Noun
Their parents read them fairy tales when they were young.,Is the word 'them' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Their parents read them fairy tales when they were young.,Is the word 'fairy' a noun or a pronoun?,"Noun, Pronoun",Noun
Their parents read them fairy tales when they were young.,Is the word 'tales' a noun or a pronoun?,"Noun, Pronoun",Noun
Their parents read them fairy tales when they were young.,Is the word 'they' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The moral of this fable is ambiguous.,Is the word 'moral' a noun or a pronoun?,"Noun, Pronoun",Noun
The moral of this fable is ambiguous.,Is the word 'fable' a noun or a pronoun?,"Noun, Pronoun",Noun
"In general, the biographies of politicians are best sellers.",Is the word 'biographies' a noun or a pronoun?,"Noun, Pronoun",Noun
"In general, the biographies of politicians are best sellers.",Is the word 'politicians' a noun or a pronoun?,"Noun, Pronoun",Noun
"In general, the biographies of politicians are best sellers.",Is the word 'sellers' a noun or a pronoun?,"Noun, Pronoun",Noun
His last novel was not edited.,Is the word 'His' a noun or a pronoun?,"Noun, Pronoun",Pronoun
His last novel was not edited.,Is the word 'novel' a noun or a pronoun?,"Noun, Pronoun",Noun
You make too many grammar mistakes.,Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You make too many grammar mistakes.,Is the word 'grammar' a noun or a pronoun?,"Noun, Pronoun",Noun
You make too many grammar mistakes.,Is the word 'mistakes' a noun or a pronoun?,"Noun, Pronoun",Noun
You have made three spelling mistakes in your dictation.,Is the word 'You' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You have made three spelling mistakes in your dictation.,Is the word 'spelling' a noun or a pronoun?,"Noun, Pronoun",Noun
You have made three spelling mistakes in your dictation.,Is the word 'mistakes' a noun or a pronoun?,"Noun, Pronoun",Noun
You have made three spelling mistakes in your dictation.,Is the word 'your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
You have made three spelling mistakes in your dictation.,Is the word 'dictation' a noun or a pronoun?,"Noun, Pronoun",Noun
"This afternoon, he has to do a composition for his French teacher.",Is the word 'afternoon' a noun or a pronoun?,"Noun, Pronoun",Noun
"This afternoon, he has to do a composition for his French teacher.",Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"This afternoon, he has to do a composition for his French teacher.",Is the word 'composition' a noun or a pronoun?,"Noun, Pronoun",Noun
"This afternoon, he has to do a composition for his French teacher.",Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"This afternoon, he has to do a composition for his French teacher.",Is the word 'teacher' a noun or a pronoun?,"Noun, Pronoun",Noun
He got an F in dictation again.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He got an F in dictation again.,Is the word 'F' a noun or a pronoun?,"Noun, Pronoun",Noun
He got an F in dictation again.,Is the word 'dictation' a noun or a pronoun?,"Noun, Pronoun",Noun
Sentences end with a full stop.,Is the word 'Sentences' a noun or a pronoun?,"Noun, Pronoun",Noun
Sentences end with a full stop.,Is the word 'stop' a noun or a pronoun?,"Noun, Pronoun",Noun
"After a semicolon, you have to write a small letter.",Is the word 'semicolon' a noun or a pronoun?,"Noun, Pronoun",Noun
"After a semicolon, you have to write a small letter.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"After a semicolon, you have to write a small letter.",Is the word 'letter' a noun or a pronoun?,"Noun, Pronoun",Noun
Breath at the comma.,Is the word 'Breath' a noun or a pronoun?,"Noun, Pronoun",Noun
Breath at the comma.,Is the word 'comma' a noun or a pronoun?,"Noun, Pronoun",Noun
"In French, you have to write a capital letter after a question mark.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"In French, you have to write a capital letter after a question mark.",Is the word 'capital' a noun or a pronoun?,"Noun, Pronoun",Noun
"In French, you have to write a capital letter after a question mark.",Is the word 'letter' a noun or a pronoun?,"Noun, Pronoun",Noun
"In French, you have to write a capital letter after a question mark.",Is the word 'question' a noun or a pronoun?,"Noun, Pronoun",Noun
"In French, you have to write a capital letter after a question mark.",Is the word 'mark' a noun or a pronoun?,"Noun, Pronoun",Noun
I do not know if I have to write an exclamation mark.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I do not know if I have to write an exclamation mark.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I do not know if I have to write an exclamation mark.,Is the word 'exclamation' a noun or a pronoun?,"Noun, Pronoun",Noun
I do not know if I have to write an exclamation mark.,Is the word 'mark' a noun or a pronoun?,"Noun, Pronoun",Noun
There is an apostrophe missing between the L and the a.,Is the word 'There' a noun or a pronoun?,"Noun, Pronoun",Pronoun
There is an apostrophe missing between the L and the a.,Is the word 'apostrophe' a noun or a pronoun?,"Noun, Pronoun",Noun
There is an apostrophe missing between the L and the a.,Is the word 'a.' a noun or a pronoun?,"Noun, Pronoun",Noun
