Satz,Frage,Optionen,Richtige Antwort
"Ich habe die Gewissheit, dass es regnen wird",Welcher Fall wird für das Wort 'Gewissheit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Deine Idee ist total utopisch,Was ist das Geschlecht des Wortes 'Idee'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Deine Idee ist total utopisch,Welcher Fall wird für das Wort 'Idee' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Es wäre weiser dein Verhalten zu ändern,Was ist das Geschlecht des Wortes 'weiser'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Es wäre weiser dein Verhalten zu ändern,Welcher Fall wird für das Wort 'weiser' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Es wäre weiser dein Verhalten zu ändern,Was ist das Geschlecht des Wortes 'Verhalten'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Es wäre weiser dein Verhalten zu ändern,Welcher Fall wird für das Wort 'Verhalten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Er ist ziemlich unmännlich, aber das gefällt den Mädchen",Was ist das Geschlecht des Wortes 'Mädchen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Er ist ziemlich unmännlich, aber das gefällt den Mädchen",Welcher Fall wird für das Wort 'Mädchen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Dieses Medikament reduziert den Appetit,Was ist das Geschlecht des Wortes 'Medikament'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieses Medikament reduziert den Appetit,Welcher Fall wird für das Wort 'Medikament' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieses Medikament reduziert den Appetit,Was ist das Geschlecht des Wortes 'Appetit'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Dieses Medikament reduziert den Appetit,Welcher Fall wird für das Wort 'Appetit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Ich habe sehr Durst, gibt es etwas zu trinken?",Was ist das Geschlecht des Wortes 'Durst'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Ich habe sehr Durst, gibt es etwas zu trinken?",Welcher Fall wird für das Wort 'Durst' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Ich habe Hunger, gehen wir irgendwo essen?",Was ist das Geschlecht des Wortes 'Hunger'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Ich habe Hunger, gehen wir irgendwo essen?",Welcher Fall wird für das Wort 'Hunger' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ich hatte Angst es nicht zu schaffen,Was ist das Geschlecht des Wortes 'Angst'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ich hatte Angst es nicht zu schaffen,Welcher Fall wird für das Wort 'Angst' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Dieser Hund ist sehr ängstlich,Was ist das Geschlecht des Wortes 'Hund'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Dieser Hund ist sehr ängstlich,Welcher Fall wird für das Wort 'Hund' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Ich bin davon überzeugt, dass er nicht an das Ende seines Studiums gelangen wird",Was ist das Geschlecht des Wortes 'Ende'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Ich bin davon überzeugt, dass er nicht an das Ende seines Studiums gelangen wird",Welcher Fall wird für das Wort 'Ende' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Ich bin davon überzeugt, dass er nicht an das Ende seines Studiums gelangen wird",Was ist das Geschlecht des Wortes 'Studiums'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Ich bin davon überzeugt, dass er nicht an das Ende seines Studiums gelangen wird",Welcher Fall wird für das Wort 'Studiums' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Er empfindet Empathie für seinen Bruder,Was ist das Geschlecht des Wortes 'Empathie'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er empfindet Empathie für seinen Bruder,Welcher Fall wird für das Wort 'Empathie' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er empfindet Empathie für seinen Bruder,Was ist das Geschlecht des Wortes 'Bruder'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er empfindet Empathie für seinen Bruder,Welcher Fall wird für das Wort 'Bruder' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Man spürt Ironie in seinen Worten,Was ist das Geschlecht des Wortes 'Ironie'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Man spürt Ironie in seinen Worten,Welcher Fall wird für das Wort 'Ironie' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Man spürt Ironie in seinen Worten,Was ist das Geschlecht des Wortes 'Worten'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Man spürt Ironie in seinen Worten,Welcher Fall wird für das Wort 'Worten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ich bin ein Verfechter dieser Ideologie,Was ist das Geschlecht des Wortes 'Verfechter'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ich bin ein Verfechter dieser Ideologie,Welcher Fall wird für das Wort 'Verfechter' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ich bin ein Verfechter dieser Ideologie,Was ist das Geschlecht des Wortes 'Ideologie'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ich bin ein Verfechter dieser Ideologie,Welcher Fall wird für das Wort 'Ideologie' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Selbstachtung ist nötig um etwas in diesem Leben zu schaffen,Was ist das Geschlecht des Wortes 'Selbstachtung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Selbstachtung ist nötig um etwas in diesem Leben zu schaffen,Welcher Fall wird für das Wort 'Selbstachtung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Selbstachtung ist nötig um etwas in diesem Leben zu schaffen,Was ist das Geschlecht des Wortes 'Leben'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Selbstachtung ist nötig um etwas in diesem Leben zu schaffen,Welcher Fall wird für das Wort 'Leben' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er ist sehr anfällig für dieses Thema,Was ist das Geschlecht des Wortes 'Thema'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er ist sehr anfällig für dieses Thema,Welcher Fall wird für das Wort 'Thema' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Seine Anfälligkeit nervte sein Umfeld am Ende,Was ist das Geschlecht des Wortes 'Anfälligkeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Seine Anfälligkeit nervte sein Umfeld am Ende,Welcher Fall wird für das Wort 'Anfälligkeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Seine Anfälligkeit nervte sein Umfeld am Ende,Was ist das Geschlecht des Wortes 'Umfeld'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Seine Anfälligkeit nervte sein Umfeld am Ende,Welcher Fall wird für das Wort 'Umfeld' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Seine Anfälligkeit nervte sein Umfeld am Ende,Was ist das Geschlecht des Wortes 'Ende'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Seine Anfälligkeit nervte sein Umfeld am Ende,Welcher Fall wird für das Wort 'Ende' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ihr Streit dauerte Stunden,Was ist das Geschlecht des Wortes 'Streit'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ihr Streit dauerte Stunden,Welcher Fall wird für das Wort 'Streit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ihr Streit dauerte Stunden,Was ist das Geschlecht des Wortes 'Stunden'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ihr Streit dauerte Stunden,Welcher Fall wird für das Wort 'Stunden' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Du hast kein einziges gültiges Argument, um deine Handlungen zu rechtfertigen",Was ist das Geschlecht des Wortes 'Argument'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Du hast kein einziges gültiges Argument, um deine Handlungen zu rechtfertigen",Welcher Fall wird für das Wort 'Argument' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Du hast kein einziges gültiges Argument, um deine Handlungen zu rechtfertigen",Was ist das Geschlecht des Wortes 'Handlungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Du hast kein einziges gültiges Argument, um deine Handlungen zu rechtfertigen",Welcher Fall wird für das Wort 'Handlungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ihre Freundschaft hat sich mit den Jahren nicht geändert,Was ist das Geschlecht des Wortes 'Freundschaft'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ihre Freundschaft hat sich mit den Jahren nicht geändert,Welcher Fall wird für das Wort 'Freundschaft' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ihre Freundschaft hat sich mit den Jahren nicht geändert,Was ist das Geschlecht des Wortes 'Jahren'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Ihre Freundschaft hat sich mit den Jahren nicht geändert,Welcher Fall wird für das Wort 'Jahren' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Seine Einstellung gegenüber der Arbeit ändert sich nicht,Was ist das Geschlecht des Wortes 'Einstellung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Seine Einstellung gegenüber der Arbeit ändert sich nicht,Welcher Fall wird für das Wort 'Einstellung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Seine Einstellung gegenüber der Arbeit ändert sich nicht,Was ist das Geschlecht des Wortes 'Arbeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Seine Einstellung gegenüber der Arbeit ändert sich nicht,Welcher Fall wird für das Wort 'Arbeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Sklaven arbeiten in den Salzminen,Was ist das Geschlecht des Wortes 'Sklaven'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Sklaven arbeiten in den Salzminen,Welcher Fall wird für das Wort 'Sklaven' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Sklaven arbeiten in den Salzminen,Was ist das Geschlecht des Wortes 'Salzminen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Sklaven arbeiten in den Salzminen,Welcher Fall wird für das Wort 'Salzminen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Sie extrahieren das Metall aus diesem Felsen,Was ist das Geschlecht des Wortes 'Metall'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Sie extrahieren das Metall aus diesem Felsen,Welcher Fall wird für das Wort 'Metall' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie extrahieren das Metall aus diesem Felsen,Was ist das Geschlecht des Wortes 'Felsen'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sie extrahieren das Metall aus diesem Felsen,Welcher Fall wird für das Wort 'Felsen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Gold ist ein wertvolles Metall,Was ist das Geschlecht des Wortes 'Gold'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Gold ist ein wertvolles Metall,Welcher Fall wird für das Wort 'Gold' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Gold ist ein wertvolles Metall,Was ist das Geschlecht des Wortes 'Metall'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Gold ist ein wertvolles Metall,Welcher Fall wird für das Wort 'Metall' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Diamanten wurden in einem Juwelirgeschäft geklaut,Was ist das Geschlecht des Wortes 'Diamanten'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Diamanten wurden in einem Juwelirgeschäft geklaut,Welcher Fall wird für das Wort 'Diamanten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Diamanten wurden in einem Juwelirgeschäft geklaut,Was ist das Geschlecht des Wortes 'Juwelirgeschäft'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Diamanten wurden in einem Juwelirgeschäft geklaut,Welcher Fall wird für das Wort 'Juwelirgeschäft' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Der Goldpreis hört nicht auf zu steigen,Was ist das Geschlecht des Wortes 'Goldpreis'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Goldpreis hört nicht auf zu steigen,Welcher Fall wird für das Wort 'Goldpreis' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Silber oxidiert leicht,Was ist das Geschlecht des Wortes 'Silber'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Silber oxidiert leicht,Welcher Fall wird für das Wort 'Silber' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Ergiebigkeit der Fabrik ist wegen der Streiks stark gefallen,Was ist das Geschlecht des Wortes 'Ergiebigkeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Ergiebigkeit der Fabrik ist wegen der Streiks stark gefallen,Welcher Fall wird für das Wort 'Ergiebigkeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Ergiebigkeit der Fabrik ist wegen der Streiks stark gefallen,Was ist das Geschlecht des Wortes 'Fabrik'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Ergiebigkeit der Fabrik ist wegen der Streiks stark gefallen,Welcher Fall wird für das Wort 'Fabrik' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Die Ergiebigkeit der Fabrik ist wegen der Streiks stark gefallen,Was ist das Geschlecht des Wortes 'Streiks'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Ergiebigkeit der Fabrik ist wegen der Streiks stark gefallen,Welcher Fall wird für das Wort 'Streiks' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Der Ölpreis steigt,Was ist das Geschlecht des Wortes 'Ölpreis'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Ölpreis steigt,Welcher Fall wird für das Wort 'Ölpreis' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Raffinerie ist von Rebellen sabotiert worden,Was ist das Geschlecht des Wortes 'Raffinerie'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Raffinerie ist von Rebellen sabotiert worden,Welcher Fall wird für das Wort 'Raffinerie' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Raffinerie ist von Rebellen sabotiert worden,Was ist das Geschlecht des Wortes 'Rebellen'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Raffinerie ist von Rebellen sabotiert worden,Welcher Fall wird für das Wort 'Rebellen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Der Zement wird gerade sehr schnell hart,Was ist das Geschlecht des Wortes 'Zement'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Zement wird gerade sehr schnell hart,Welcher Fall wird für das Wort 'Zement' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Aluminium ist ein Leichtmetall,Was ist das Geschlecht des Wortes 'Aluminium'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Aluminium ist ein Leichtmetall,Welcher Fall wird für das Wort 'Aluminium' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Aluminium ist ein Leichtmetall,Was ist das Geschlecht des Wortes 'Leichtmetall'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Aluminium ist ein Leichtmetall,Welcher Fall wird für das Wort 'Leichtmetall' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Es wurde ein Schutzschild aus Bronze aus dem Altertum gefunden,Was ist das Geschlecht des Wortes 'Schutzschild'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Es wurde ein Schutzschild aus Bronze aus dem Altertum gefunden,Welcher Fall wird für das Wort 'Schutzschild' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Es wurde ein Schutzschild aus Bronze aus dem Altertum gefunden,Was ist das Geschlecht des Wortes 'Bronze'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Es wurde ein Schutzschild aus Bronze aus dem Altertum gefunden,Welcher Fall wird für das Wort 'Bronze' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Es wurde ein Schutzschild aus Bronze aus dem Altertum gefunden,Was ist das Geschlecht des Wortes 'Altertum'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Es wurde ein Schutzschild aus Bronze aus dem Altertum gefunden,Welcher Fall wird für das Wort 'Altertum' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ein Kran ist in weniger als einer Woche aufgebaut worden,Was ist das Geschlecht des Wortes 'Woche'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ein Kran ist in weniger als einer Woche aufgebaut worden,Welcher Fall wird für das Wort 'Woche' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ein Bulldozer wurde für eine Woche gemietet,Was ist das Geschlecht des Wortes 'Bulldozer'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ein Bulldozer wurde für eine Woche gemietet,Welcher Fall wird für das Wort 'Bulldozer' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ein Bulldozer wurde für eine Woche gemietet,Was ist das Geschlecht des Wortes 'Woche'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ein Bulldozer wurde für eine Woche gemietet,Welcher Fall wird für das Wort 'Woche' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie hat sich eine Tonmaske gemacht,Was ist das Geschlecht des Wortes 'Tonmaske'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Sie hat sich eine Tonmaske gemacht,Welcher Fall wird für das Wort 'Tonmaske' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Achtung, dieser Glastisch ist zerbrechlich",Was ist das Geschlecht des Wortes 'Achtung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Achtung, dieser Glastisch ist zerbrechlich",Welcher Fall wird für das Wort 'Achtung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Achtung, dieser Glastisch ist zerbrechlich",Was ist das Geschlecht des Wortes 'Glastisch'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Achtung, dieser Glastisch ist zerbrechlich",Welcher Fall wird für das Wort 'Glastisch' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Man stellt Bronze aus Kupfer und Zinn her,Was ist das Geschlecht des Wortes 'Bronze'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Man stellt Bronze aus Kupfer und Zinn her,Welcher Fall wird für das Wort 'Bronze' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Man stellt Bronze aus Kupfer und Zinn her,Was ist das Geschlecht des Wortes 'Kupfer'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Man stellt Bronze aus Kupfer und Zinn her,Welcher Fall wird für das Wort 'Kupfer' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Man stellt Bronze aus Kupfer und Zinn her,Was ist das Geschlecht des Wortes 'Zinn'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Man stellt Bronze aus Kupfer und Zinn her,Welcher Fall wird für das Wort 'Zinn' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Wir haben einen Marmortisch gekauft,Was ist das Geschlecht des Wortes 'Marmortisch'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Wir haben einen Marmortisch gekauft,Welcher Fall wird für das Wort 'Marmortisch' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Das Plastik ist wegen der Sonne geschmolzen,Was ist das Geschlecht des Wortes 'Plastik'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Plastik ist wegen der Sonne geschmolzen,Welcher Fall wird für das Wort 'Plastik' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Diese Axt ist aus rostfreiem Stahl,Was ist das Geschlecht des Wortes 'Axt'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Diese Axt ist aus rostfreiem Stahl,Welcher Fall wird für das Wort 'Axt' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Diese Axt ist aus rostfreiem Stahl,Was ist das Geschlecht des Wortes 'Stahl'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Diese Axt ist aus rostfreiem Stahl,Welcher Fall wird für das Wort 'Stahl' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
In dieser Region benutzt man Steine um Häuser zu bauen,Was ist das Geschlecht des Wortes 'Region'?,"['maskulin', 'feminin', 'neutral']",['Fem']
